,batch,epoch,sample,weight,HR,NDCG,ARP,PCC,SCC_score,SCC_rank,upo,mean,skew
0,256,0,pos2neg2,0.8,0.9837621184097827,0,0,0.42681861771684526,0.5508822286365904,-0.7939351938312412,0.306,0.4388943231712131,-0.10739867515987264
1,256,1,pos2neg2,0.8,0.9956446476492198,0,0,0.3475223966031035,0.5714597507912166,-0.7294545334542365,0.273,0.548322641314538,-0.42206130814397896
2,256,2,pos2neg2,0.8,0.9985427157538203,0,0,0.3092558087294967,0.585893117037886,-0.6710745301691519,0.323,0.5677937523008187,-0.8351924407736984
3,256,3,pos2neg2,0.8,0.9996339913987978,0,0,0.27783780743104053,0.5739813147759029,-0.5930995223126996,0.361,0.5579620142416175,-0.5933715503535393
4,256,4,pos2neg2,0.8,0.999619741063915,0,0,0.2661570796591999,0.5815550069583425,-0.5989376726450706,0.373,0.5387868056988689,-0.5723861172796947
5,256,5,pos2neg2,0.8,0.9996684922095669,0,0,0.24579071234955027,0.5646518280401763,-0.5155625257350377,0.296,0.6060185556619035,-0.7045163713235363
6,256,6,pos2neg2,0.8,0.999780994853379,0,0,0.22760640421364162,0.5556876005729037,-0.4705103656419153,0.274,0.5965548133819379,-0.6795527727655563
7,256,7,pos2neg2,0.8,0.9998447463515393,0,0,0.21488394143549597,0.5502049614509356,-0.41119583829283607,0.243,0.6730222604634547,-0.8340599713815156
8,256,8,pos2neg2,0.8,0.9998177457170243,0,0,0.20234564407089106,0.5344080606045754,-0.33754994191100424,0.219,0.6755260074152851,-0.8417178630514716
9,256,9,pos2neg2,0.8,0.9997127432494664,0,0,0.19459350701380568,0.526530610714284,-0.4266807370289785,0.247,0.6244399570665247,-0.7561190571160982
10,256,-1,pos2neg2,0.8,0.9997127432494664,0,0,0.19459350701380568,0.526530610714284,-0.4266807370289785,0.247,0.6244399570665247,-0.7561190571160982
