,batch,epoch,sample,weight,HR,NDCG,ARP,PCC,SCC_score,SCC_rank,upo,mean,skew
0,256,0,posneg,0.9,0.9990539654795718,0,0,-0.12247959950890512,-0.88752855185016,-0.2882472970915182,0.439,0.3075470607923797,0.5863893578137694
1,256,1,posneg,0.9,0.9995950768334426,0,0,-0.19268172080744986,-0.9941754225673823,-0.16383584589614741,0.335,0.4440562622249677,0.541460610602145
2,256,2,posneg,0.9,0.9998594421382274,0,0,-0.21685891997508872,-0.9963880006091062,-0.10069133546520483,0.314,0.4828154564991559,-0.008368791326099464
3,256,3,posneg,0.9,0.9998769208360644,0,0,-0.23231730354665026,-0.9978833561748135,-0.18793360743109488,0.291,0.5050849845882605,0.10551555816599832
4,256,4,posneg,0.9,0.9999096933945087,0,0,-0.24421013037650285,-0.998381300441602,-0.07171920207096086,0.228,0.6461341981996039,-0.645236845962026
5,256,5,posneg,0.9,0.9999366397203409,0,0,-0.25095625144661365,-0.99866605756053,-0.08418760469011725,0.219,0.6306517699154306,-0.7026087265693538
6,256,6,posneg,0.9,0.9999366397203409,0,0,-0.25622110735201825,-0.9982823206943812,-0.14834779960408104,0.235,0.5919102263735921,-0.7384156415710621
7,256,7,posneg,0.9,0.9999504770227952,0,0,-0.26347013974355354,-0.9981559311710065,-0.012459266027105223,0.157,0.6677529422849171,-1.0052503975654734
8,256,8,posneg,0.9,0.9999563032554075,0,0,-0.26767002944861756,-0.9985899192934369,0.0001827318410232983,0.168,0.6912256129001167,-1.194555987603392
9,256,9,posneg,0.9,0.9999708688369383,0,0,-0.2707986175352414,-0.998839652809502,-0.0368402619156388,0.174,0.6601955645169235,-0.9522135823798633
10,256,-1,posneg,0.9,0.9999708688369383,0,0,-0.2707986175352414,-0.998839652809502,-0.0368402619156388,0.174,0.6601955645169235,-0.9522135823798633
