,batch,epoch,sample,weight,HR,NDCG,ARP,PCC,SCC_score,SCC_rank,upo,mean,skew
0,256,0,posneg,0.8,0.9979832026052612,0,0,0.39593629143597797,0.6988827341494283,-0.947585650330496,0.68,0.29127143948533546,1.1423842089091147
1,256,1,posneg,0.8,0.9994509870981968,0,0,0.35792426610760525,0.8015430891559437,-0.8648776962716038,0.679,0.25500390645659154,0.43802606662827465
2,256,2,posneg,0.8,0.999650491786557,0,0,0.28598523785188806,0.7623455945195146,-0.7637413799375696,0.576,0.3599232596431399,0.08079455912784891
3,256,3,posneg,0.8,0.9998222458227768,0,0,0.2376485026939266,0.7043706234046185,-0.6637153406700222,0.523,0.46472970434493316,-0.15320437373150625
4,256,4,posneg,0.8,0.9999084978496995,0,0,0.20282362164705556,0.6404735020151587,-0.6161097398258004,0.486,0.5443086346250537,-0.39303415745378933
5,256,5,posneg,0.8,0.9998807471975591,0,0,0.17543734524572427,0.5981844289299263,-0.6127181524924267,0.424,0.5443794480444225,-0.39562325192941594
6,256,6,posneg,0.8,0.9999182480788299,0,0,0.14678015869715075,0.5296754405143403,-0.5669523490229874,0.44,0.5504901767271474,-0.6407849231522337
7,256,7,posneg,0.8,0.9999159980259537,0,0,0.12233000824710344,0.47053193974800417,-0.5797446784254694,0.37,0.5859988608796382,-0.8270008945165304
8,256,8,posneg,0.8,0.9999339984489636,0,0,0.09701930956622999,0.36912861663867313,-0.4906819510545426,0.354,0.6187596681339887,-0.8439571325725749
9,256,9,posneg,0.8,0.9999234982022077,0,0,0.07847202707232355,0.34603553065161463,-0.5015986661656537,0.341,0.6103441207619223,-0.9002105629766997
10,256,-1,posneg,0.8,0.9999234982022077,0,0,0.07847202707232355,0.34603553065161463,-0.5015986661656537,0.341,0.6103441207619223,-0.9002105629766997
