,batch,epoch,sample,weight,HR,NDCG,ARP,PCC,SCC_score,SCC_rank,upo,mean,skew
0,256,0,none,1.0,0.9987617209004411,0,0,0.8917598448309221,0.9820261689141053,-0.9934703318610455,0.839,0.04196807301466737,2.273101281248864
1,256,1,none,1.0,0.9996692422271923,0,0,0.9643459104474161,0.9985895892108965,-0.9983829583611779,0.953,0.028339206181252012,3.2439859445339367
2,256,2,none,1.0,0.9998312460342818,0,0,0.9720990781748245,0.9992781066820274,-0.9990819763608914,0.982,0.020794096780925725,4.230027243820234
3,256,3,none,1.0,0.9998424962986631,0,0,0.9716193797928409,0.9995091125438011,-0.9991164772492893,0.99,0.020690496677325622,4.231865752714318
4,256,4,none,1.0,0.9998417462810376,0,0,0.968962866622476,0.9995646139521494,-0.9990939766698992,0.987,0.020690496677325622,4.231865752714318
5,256,5,none,1.0,0.9998282459637802,0,0,0.9658920028861797,0.9994783617635001,-0.99893647261417,0.987,0.020690496677325622,4.231865752714318
6,256,6,none,1.0,0.999869496933178,0,0,0.9629268236873445,0.9995091125438011,-0.9990189747385996,0.987,0.020690496677325622,4.231865752714318
7,256,7,none,1.0,0.9998634967921746,0,0,0.959927686260086,0.9994963622202617,-0.9989274723824138,0.988,0.020690496677325622,4.231865752714318
8,256,8,none,1.0,0.9999032477263216,0,0,0.9571822271122293,0.9995496135715146,-0.9991119771334112,0.993,0.020690496677325622,4.231865752714318
9,256,9,none,1.0,0.9998822472328099,0,0,0.9540846149385207,0.9995706141044032,-0.9989799737343237,0.994,0.014768982760531879,4.896337301386327
10,256,-1,none,1.0,0.9998822472328099,0,0,0.9540846149385207,0.9995706141044032,-0.9989799737343237,0.994,0.014768982760531879,4.896337301386327
