,batch,epoch,sample,weight,HR,NDCG,ARP,PCC,SCC_score,SCC_rank,upo,mean,skew
0,256,0,pd,1.0,0.9918906124827034,0,0,-0.009018826572004502,-0.2446398659966499,0.7916841784680981,-0.337,0.7348893251181795,-1.1125581625565808
1,256,1,pd,1.0,0.9887022066856019,0,0,-0.09606250184718167,-0.6449078726968175,0.9316049946703214,-0.441,0.7311086129692181,-1.2709335405084334
2,256,2,pd,1.0,0.9879775690044426,0,0,-0.11387497488085364,-0.7665813918075224,0.9842150144662708,-0.485,0.7332839354865714,-1.2668774893828698
3,256,3,pd,1.0,0.98756317820989,0,0,-0.11768017508722364,-0.8660438556418456,0.9960134003350084,-0.523,0.7478086184145284,-1.243085952443581
4,256,4,pd,1.0,0.9874357293714952,0,0,-0.10197165923812578,-0.8462494289629969,0.9934490634993147,-0.522,0.7554796535077795,-1.1472336137890908
5,256,5,pd,1.0,0.9872172456485325,0,0,-0.08395308869882909,-0.8056616415410385,0.9912669407644282,-0.531,0.7397952148596697,-1.3579411507525416
6,256,6,pd,1.0,0.9870584808098464,0,0,-0.07036422711733493,-0.7798797015379929,0.9887848332571951,-0.53,0.729336042311779,-1.362211308346045
7,256,7,pd,1.0,0.9869288471342218,0,0,-0.058611234510855224,-0.7311527333637886,0.9870092888685854,-0.535,0.7122695972540716,-1.4189085281342955
8,256,8,pd,1.0,0.986941227878523,0,0,-0.04872372150302979,-0.656333181056799,0.985733211512106,-0.539,0.7468353378414235,-1.4848019210576198
9,256,9,pd,1.0,0.986852377831185,0,0,-0.039534177706376405,-0.5713065326633165,0.9859814222628293,-0.545,0.7450380204434249,-1.5358262935057272
10,256,-1,pd,1.0,0.986852377831185,0,0,-0.039534177706376405,-0.5713065326633165,0.9859814222628293,-0.545,0.7450380204434249,-1.5358262935057272
