,batch,epoch,sample,weight,HR,NDCG,ARP,PCC,SCC_score,SCC_rank,upo,mean,skew
0,256,0,none,1.0,0.9992498725511616,0,0,0.8785486011390785,0.9957088472666362,-0.9941754225673823,0.938,0.0699404530895886,6.201568711264667
1,256,1,none,1.0,0.9997210691136844,0,0,0.8213577160688994,0.9987513324196742,-0.9953190193391199,0.977,0.02569138933016154,0.2452425258992297
2,256,2,none,1.0,0.9997341781370621,0,0,0.7807006009122619,0.9985914420587787,-0.988315821531902,0.978,0.03297442616741557,6.193577187709431
3,256,3,none,1.0,0.9997538416721288,0,0,0.7512016010632767,0.998391959798995,-0.9715654027714329,0.955,0.023631920055707974,5.721404732391151
4,256,4,none,1.0,0.999740732648751,0,0,0.7285715161411681,0.9983508451347647,-0.9453312014618547,0.926,0.023259859465689203,5.662662939145179
5,256,5,none,1.0,0.9998295826960891,0,0,0.7106362658321943,0.9974158672148622,-0.9242271965890058,0.92,0.05835463717250783,2.6623271217761695
6,256,6,none,1.0,0.9998164736727114,0,0,0.6950883990135,0.9970366986447389,-0.9109882747068677,0.916,0.05306892271386882,2.778013375019893
7,256,7,none,1.0,0.9998055494865633,0,0,0.6818775098781947,0.9960590832952643,-0.9010963910461399,0.908,0.08447596410757797,1.7895377019807903
8,256,8,none,1.0,0.9997771466025781,0,0,0.6697554059322026,0.994979442667885,-0.8971478605146948,0.901,0.18967260959552046,0.08414532200086418
9,256,9,none,1.0,0.9997735052071954,0,0,0.6598466137669038,0.9956616415410386,-0.8875833714024669,0.896,0.2102527189982569,0.1406962869933003
10,256,-1,none,1.0,0.9997735052071954,0,0,0.6598466137669038,0.9956616415410386,-0.8875833714024669,0.896,0.2102527189982569,0.1406962869933003
