,batch,epoch,sample,weight,HR,NDCG,ARP,PCC,SCC_score,SCC_rank,upo,mean,skew
0,256,0,pearson,5.0,0.9994100939480008,0,0,0.8806539216821231,0.9966057560529922,-0.9947616872239988,0.962,0.03517034145616682,5.811648061808288
1,256,1,pearson,5.0,0.9995470104143908,0,0,0.76886768220553,0.9961885183493223,-0.9686127607735648,0.926,0.08569417322380515,1.1612329849685714
2,256,2,pearson,5.0,0.9995914354380598,0,0,0.634274874224604,0.9962768387391503,-0.6480219278209228,0.686,0.27872653629317157,-0.10063011717197178
3,256,3,pearson,5.0,0.9996846551598573,0,0,0.505840686465028,0.9954469316278362,-0.0894913963758185,0.369,0.29601350838704366,-0.09463062893760585
4,256,4,pearson,5.0,0.9997225256718375,0,0,0.39671335090709875,0.9909121364397746,0.3023389675650982,0.197,0.32321873425650366,-0.09761919995103874
5,256,5,pearson,5.0,0.9997691355327362,0,0,0.30369534906607154,0.9706517435663164,0.49871174052078576,0.13,0.3184186531890438,-0.07701940485535126
6,256,6,pearson,5.0,0.9998026363702571,0,0,0.22351116457350123,0.9024760164458657,0.6123100350236029,0.081,0.3770349185463977,-0.0674644514868283
7,256,7,pearson,5.0,0.9998135605564052,0,0,0.15345179375367068,0.7171158824425156,0.6797411298918836,0.047,0.4549712845247491,-0.09288731723831241
8,256,8,pearson,5.0,0.9998070060447163,0,0,0.09832829415005993,0.38108725445408864,0.7151134460179686,0.029,0.4502152506654885,-0.09384568645898307
9,256,9,pearson,5.0,0.9998026363702571,0,0,0.05961696613375555,0.19202070960864934,0.7306913354652049,0.013,0.45736607170803584,-0.10943184625851127
10,256,-1,pearson,5.0,0.9998026363702571,0,0,0.05961696613375555,0.19202070960864934,0.7306913354652049,0.013,0.45736607170803584,-0.10943184625851127
